786027591127986177	0
786027634992025600	0
786027679850135552	0
786027723756015616	0
786027767569715200	0
786027811098288128	0
786027854828040192	0
786027898452996096	0
786027942027661312	0
786027985719681024	0
786028029529231362	0
786028073632276480	0
786028117576060928	0
786028161167491072	0
786028204867944448	0
786028248580980736	0
786028292658921472	0
786028336774545408	0
786028380894429184	0
786028424510963716	0
786028468207247360	0
786028511878344704	0
786028555708882944	0
786028599333777408	0
786028642975551488	0
786030110168129537	0
786034122992947200	0
786119897772425216	0
786119920337752064	0
786119943003791360	0
786119965548175361	0
786120010297204736	0
786120033055469568	0
786120055650213888	0
786120078270033920	0
786120100990619649	0
786120123623038976	0
786120146490368000	0
786120169047334912	0
786120191721734144	0
786120214492639232	0
786120238739943424	0
786120261359767552	0
786120283925209088	0
786120306712805376	0
786120329341075456	0
786120352023900160	0
786120374710833152	0
786120397716676609	0
786120420416184320	0
786120443199619072	0
786120465970565120	0
786120488665874432	0
786120511336091648	0
786120533977030656	0
786120556596822016	0
786120579195764736	0
786120601853394944	0
786120624460668928	0
786120647114129408	0
786120669780148224	0
786120692446134273	0
786120715053457408	0
786120737593683968	0
786120760343560192	0
786120783189962752	0
786120805969166336	0
786120828517773312	0
786120851238322177	0
786120873879203840	0
786120896910127104	0
786120920008159232	0
786120942636396544	0
786120965210210305	0
786120987746131968	0
786121010290491393	0
786121033153732608	0
786121055832334336	0
786121078770921472	0
786121101344665600	0
786121124065181696	0
786121147016445952	0
786121169602809856	0
786121214255333376	0
786121237122670592	0
786121259914493952	0
786121282500853764	0
786121305062014976	1
786121327610568704	0
786121350352138240	0
786121373005512704	0
786121395910696960	0
786121418442469380	0
786121441301372928	0
786121463933861888	0
786121486973210624	0
786121509551104000	0
786121532200390656	0
786121554820202496	0
786121578455113728	0
786121601230245888	0
786121623841738752	0
786121646516146176	0
786121669106659328	0
786121691932028928	0
786121714539368448	0
786121737297682432	0
786121760005558272	0
786121782717718528	0
786121805497008128	0
786121828188250112	0
786121851114258432	0
786121873872519168	0
786121896664399872	0
786121919389167616	0
786121941996404736	0
786121964612100096	1
786121987286560768	0
786122009998655488	0
786122032849321984	0
786122055641079808	0
786122078319742976	0
786122101107355648	0
786122123668488192	0
786122146233847809	0
786122168782422020	0
786122191364558849	0
786122213900648448	0
786122236570767360	0
786122259282923520	0
786122281814749184	0
786122304640131072	0
786122327318749184	0
786122350978863104	0
786122373636427777	0
786122397216800768	0
786122420289667072	0
786122442897035264	0
786122465550426112	0
786122488153567232	0
786122511155138560	0
786122533854740480	0
786122556457771008	0
786122579195068416	0
786122601823367169	0
786122624594214912	0
786122647323217921	0
786122670211555329	0
786122692835610624	0
786122715472199680	0
786122738150834176	0
786122761005654016	0
786122783751278592	0
786122806329221120	0
786122828995231744	0
786122851631898624	0
786122874289610752	0
786122897014321152	0
786122920271765504	0
786122943009067008	0
786122966132203520	0
786122989276397568	0
786123011837587456	0
786123034465886208	0
786123056997597184	0
786123079839866880	0
786123102581293056	0
786123125557723136	0
786123148139847680	0
786123170805911552	0
786123193727721472	0
786123216548921345	0
786123239508570112	0
786123262053023746	0
786123284698005504	0
786123307338850304	0
786123330361458688	0
786123352939307008	0
786123375508873217	0
786123398099398656	0
786123421402951680	0
786123443964116992	0
786123466709803008	0
786123489522614272	0
786123512222285824	0
786123534934351872	0
786123558011428864	0
786123581075951616	0
786123603691577345	0
786123626374455296	0
786123649011056640	0
786123671588962304	0
786123716346449920	0
786123738865696768	0
786123761342943232	1
786124082760777728	0
786124105397436417	0
786124128109621248	0
